2144,0,abusive,she was mad for like mins got over it and hit him right back up lol she care about that niggah URL abusive
2145,0,abusive,somebody come look at this niggah right here kevin hart voice lol URL abusive
2146,0,abusive,someone let me know why drake so cold he my favorite rapper this niggah hard abusive
2147,0,abusive,south central niggahs really dont be lovin these hoes these hoes dont be lovin these niggahs we just be URL abusive
2148,0,abusive,that fb profile checker thing fake then a mf i just added some bitch yesterday and it had me on the top fuck fr abusive
2149,0,abusive,that one niggah that grab the aux cord and start playen weak ass music URL abusive
2150,0,abusive,the hoes finna be like owiee trey august and chris brown can have my baby at the same time lmfaoo hoes aint loyal abusive
2151,0,abusive,these niggahs bitches call they momma tell her come and getemm its either that it shoot him or shoot whoever with him abusive
2152,0,abusive,this niggah kevin hart couldnt sit down lmaoo my niggah my niggah abusive
2153,0,abusive,this be me cuh went from its time to settle down to where the hoes at URL abusive
2154,0,abusive,this niggah yanni like hangin up on niggahs in mid sentence abusive
2155,0,abusive,this niggah pharrell or whatever this niggah name is dont deserve shit for that white ass gay song abusive
2156,0,abusive,up runnin these fades with ma niggah tyreon leo kod lmfaoo abusive
2157,0,abusive,waaitt niggah hollup these niggahs come to town start wifen my old sluts abusive
2158,0,abusive,wake up im blessed steaight kush no stress thankin god for ma success ma bitches say im the best abusive
2159,0,abusive,with my bestf shyanna pen and ma main niggah ronnie a jackson ii movie bound after we pick up the homies abusive
2160,0,abusive,yall complaining about thirst traps fr theirs models that dress just like that ass out and all stfu dont make you a hoe wtf abusive
2161,0,abusive,yall hoes get turned on for no reason be like owiee he got tats he bang wifi with no password my URL abusive
2162,0,abusive,yall like sayin money dont buy happiness but name a niggah sitting in a lambo crying abusive
2163,0,abusive,you deserve x august alsina im dedicating that to all my old side hoes abusive
2164,0,abusive,you gotta be a mad a madd niggah sayin ma name i mustve got you madd niggah abusive
2165,0,abusive,you messin with broke niggahs you gon be broke niggah abusive
2166,0,abusive,you niggahs actin like hoes i can sale those abusive
2167,0,abusive,you tall tree ass females be talkin bout catching feelings bitch you need to catch this touchdown URL abusive
2168,0,abusive,when it comes to pussy i have no fucking friends hostel ii is really what were watching right now abusive
2171,0,abusive,cause they aint her jvbir i aint eem watchin the awards yet but why hoes hatin on kim k abusive
2172,0,abusive,damn you whitey youll get a kick out of the newest form of white privilege URL abusive
2174,0,abusive,every bitch got a fat ass or she from it rns abusive
2177,0,abusive,views from the gon be instagram picture titles for a while brace yaself my nigs abusive
2178,0,abusive,i drowned in ur pussy so i swam but easily the most eloquent message sent on xbox live abusive
2181,0,abusive,looks over at oomf shethepete does pretending to have no bitches really work or nah abusive
2183,0,abusive,yes bitchmaster bitch abusive
2185,0,abusive,thiss krislisisms you niggas switch up your opinions like faggots abusive
2186,0,abusive,naezus what a big faggot milliondolrbaby chubbs bout to earl abusive
2187,0,abusive,cage unrolls dusty secret it says here james madison was a whiny little bitch abusive
2189,0,abusive,i killed that pussy she died with her eyes open abusive
2190,0,abusive,call you a pussy for not doing senior skip abusive
2192,0,abusive,me could you not abusive
2194,0,abusive,to olive into a giacier black friday into a abusive
2195,0,abusive,sirasshole karrenchi still a bird ass bitch abusive
2196,0,abusive,lol whats wrong with these bitches man URL abusive
2197,0,abusive,jamaican kinghorsedick then why u still single greek_oddess yall find the ugliest hoes attractive abusive
2198,0,abusive,a wise argument about the accelerated warholian notion of celebrity in the era of teens mock my old wrinkled abusive
2199,0,abusive,that pussy for abusive
2200,0,abusive,crazy bitch wus the answer we were looking for abusive
2201,0,abusive,face abusive
2203,0,abusive,through some hoe says need a man cuddle in the cold with bitch nobody wanna touch your ratchet ass abusive
2206,0,abusive,raythagawd joe budden makes people delete their twitter accounts hes pussy tho he blocked me abusive
2207,0,abusive,otakon badge now with what im going to lovingly refer to as my cripple ribbon abusive
2208,0,abusive,kirogx me gusta typing like a retard to make the other person look dumber by pretending to agree with them bazinga abusive
2209,0,abusive,musclezauber why not animal crackers i want animal crackers shaped like master chiefs and trolls and guns and shit thatd rule abusive
2210,0,abusive,maxin_betha humbltonbanks ankle socks in general are for the faggots bro abusive
2211,0,abusive,lovemedarlingg how many hoes do you really have abusive
2213,0,abusive,requires soundcloud links and tumblr bitches he might let you play his party then abusive
2214,0,abusive,i just feel bad for the women that continually flock to such darkness thugs talk the big talk to simple minded hoes and to their own abusive
2215,0,abusive,but bitches catch feelings after all the damn time abusive
2216,0,abusive,lol nah hoes we dealt with it so will yall URL abusive
2217,0,abusive,does nobody sell orange flavored and colored bubblegum is that your fuckin problem giants fuck it im going now abusive
2218,0,abusive,is now tweeting from a tablet baller bitch abusive
2219,0,abusive,aand it begins rileydakafka fucking niggers thats all kentucky is and ever will be abusive
2220,0,abusive,and im goin back to school only for the hoes and a class or two abusive
2221,0,abusive,but if a show about obama was called whitish yall motherfuckers would cry racist like lil bitches blackish abusive
2222,0,abusive,if amber rose can rock a bald head and a bald pussy then motherfucker so can I abusive
2223,0,abusive,youre white arent you didntdonuffin dreaalove rip to my nigga trayvon a worthless spear chucker abusive
2226,0,abusive,buckm00se really does talk like a buck nigger abusive
2230,0,abusive,sarahpalinusa wow impeachment look at you using your vocab workshop words guess we were only half wrong about you being a dumb cunt abusive
